SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_050126_140228_01,050126_140228,N/A,2026-05-01T14:02:28,2026-05-01T23:59:59,28054,26.409,0.64438,0.37765,0.30106,0.29578,0.17694,28.20481,2.44,1.43,1.14,1.12,0.67
SEG_050126_140228_02,050126_140228,N/A,2026-05-02T00:00:00,2026-05-02T23:59:59,68018,79.692,1.8887,1.05193,0.88458,0.83677,0.49409,84.84807,2.37,1.32,1.11,1.05,0.62
SEG_050126_140228_03,050126_140228,N/A,2026-05-03T00:00:00,2026-05-03T05:18:53,15163,15.432,0.37808,0.21296,0.16358,0.17592,0.10802,16.47056,2.45,1.38,1.06,1.14,0.7
SEG_050326_170743_01,050326_170743,N/A,2026-05-03T17:07:43,2026-05-03T23:59:59,22767,24.519,0.68163,0.39966,0.22557,0.11769,0.0613,26.00485,2.78,1.63,0.92,0.48,0.25
SEG_050326_170743_02,050326_170743,N/A,2026-05-04T00:00:00,2026-05-04T20:29:42,63585,54.122,1.41258,0.91466,0.56287,0.25979,0.03247,57.30437,2.61,1.69,1.04,0.48,0.06
SEG_050526_050627_01,050526_050627,N/A,2026-05-05T05:06:27,2026-05-05T23:59:59,50434,47.771,1.87262,0.82644,0.18631,0.21975,0.42516,51.30128,3.92,1.73,0.39,0.46,0.89
SEG_050526_050627_02,050526_050627,N/A,2026-05-06T00:00:00,2026-05-06T19:39:34,63743,63.094,2.41019,0.96534,0.28392,0.31547,0.58677,67.65569,3.82,1.53,0.45,0.5,0.93
SEG_050726_041324_01,050726_041324,N/A,2026-05-07T04:13:24,2026-05-07T23:59:59,58201,52.96,1.36107,0.5296,0.32306,0.2595,0.21184,55.64507,2.57,1.0,0.61,0.49,0.4
SEG_050726_041324_02,050726_041324,N/A,2026-05-08T00:00:00,2026-05-08T07:59:07,20209,19.181,0.49295,0.19373,0.10741,0.09015,0.05371,20.11895,2.57,1.01,0.56,0.47,0.28
SEG_050826_175545_01,050826_175545,N/A,2026-05-08T17:55:45,2026-05-08T23:59:59,18857,21.251,0.41652,0.22526,0.20613,0.20401,0.0085,22.31142,1.96,1.06,0.97,0.96,0.04
SEG_050826_175545_02,050826_175545,N/A,2026-05-09T00:00:00,2026-05-09T14:00:49,44518,52.261,0.9407,0.65849,0.62713,0.4808,0.15156,55.11968,1.8,1.26,1.2,0.92,0.29
SEG_050926_160728_01,050926_160728,N/A,2026-05-09T16:07:28,2026-05-09T23:59:59,23199,26.554,0.99046,0.58419,0.47266,0.2682,0.05045,28.91996,3.73,2.2,1.78,1.01,0.19
SEG_050926_160728_02,050926_160728,N/A,2026-05-10T00:00:00,2026-05-10T10:08:48,29129,29.582,1.16257,0.66855,0.53543,0.29582,0.05916,32.30353,3.93,2.26,1.81,1.0,0.2
SEG_051026_141202_01,051026_141202,N/A,2026-05-10T14:12:02,2026-05-10T23:59:59,31702,28.362,0.67218,0.47932,0.40274,0.23257,0.18719,30.336,2.37,1.69,1.42,0.82,0.66
SEG_051026_141202_02,051026_141202,N/A,2026-05-11T00:00:00,2026-05-11T03:48:26,11189,11.776,0.29676,0.18017,0.13778,0.10834,0.08479,12.58384,2.52,1.53,1.17,0.92,0.72
SEG_051126_063802_01,051126_063802,N/A,2026-05-11T06:38:02,2026-05-11T12:05:27,13880,14.211,0.42491,0.26148,0.2558,0.1009,0.00995,15.26404,2.99,1.84,1.8,0.71,0.07
SEG_051226_003010_01,051226_003010,N/A,2026-05-12T00:30:10,2026-05-12T23:59:59,67277,66.119,1.41495,0.90583,0.29092,0.24464,0.17852,69.15386,2.14,1.37,0.44,0.37,0.27
SEG_051226_003010_02,051226_003010,N/A,2026-05-13T00:00:00,2026-05-13T15:50:59,52217,43.955,0.87031,0.56702,0.18022,0.0967,0.14505,45.8143,1.98,1.29,0.41,0.22,0.33
SEG_051326_185943_01,051326_185943,N/A,2026-05-13T18:59:43,2026-05-13T23:59:59,16119,15.343,0.18565,0.13042,0.2102,0.2102,0.15957,16.23904,1.21,0.85,1.37,1.37,1.04
SEG_051326_185943_02,051326_185943,N/A,2026-05-14T00:00:00,2026-05-14T10:39:10,31471,30.533,0.32365,0.32976,0.40914,0.38472,0.24426,32.22453,1.06,1.08,1.34,1.26,0.8
SEG_051426_152539_01,051426_152539,N/A,2026-05-14T15:25:39,2026-05-14T23:59:59,23666,20.545,0.67593,0.18901,0.36776,0.22189,0.06164,22.06123,3.29,0.92,1.79,1.08,0.3
SEG_051426_152539_02,051426_152539,N/A,2026-05-15T00:00:00,2026-05-15T23:59:59,61683,69.573,2.20546,0.57746,1.20361,0.86966,0.1461,74.57529,3.17,0.83,1.73,1.25,0.21
SEG_051426_152539_03,051426_152539,N/A,2026-05-16T00:00:00,2026-05-16T05:11:37,13189,15.589,0.51444,0.14186,0.2619,0.1933,0.04677,16.74727,3.3,0.91,1.68,1.24,0.3
SEG_051626_124322_01,051626_124322,N/A,2026-05-16T12:43:22,2026-05-16T22:01:50,26911,26.309,0.64983,0.39464,0.47882,0.08945,0.13418,28.05592,2.47,1.5,1.82,0.34,0.51
SEG_051726_102606_01,051726_102606,N/A,2026-05-17T10:26:06,2026-05-17T23:59:59,35437,37.539,0.45798,0.63066,0.64192,0.06757,0.08634,39.42347,1.22,1.68,1.71,0.18,0.23
