SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_070126_215541_01,070126_215541,N/A,2026-07-01T21:55:41,2026-07-01T23:59:59,5878,6.446,0.14439,0.11409,0.07413,0.00774,0.02772,6.81407,2.24,1.77,1.15,0.12,0.43
SEG_070126_215541_02,070126_215541,N/A,2026-07-02T00:00:00,2026-07-02T23:59:59,78973,90.248,2.0396,1.57032,0.9115,0.26172,0.38807,95.41921,2.26,1.74,1.01,0.29,0.43
SEG_070126_215541_03,070126_215541,N/A,2026-07-03T00:00:00,2026-07-03T18:31:48,49994,52.939,1.09584,1.02172,0.55057,0.1694,0.23293,56.00946,2.07,1.93,1.04,0.32,0.44
SEG_070426_014703_01,070426_014703,N/A,2026-07-04T01:47:03,2026-07-04T23:59:59,70714,62.646,2.06105,0.90837,1.10883,0.8144,0.33829,67.87694,3.29,1.45,1.77,1.3,0.54
SEG_070426_014703_02,070426_014703,N/A,2026-07-05T00:00:00,2026-07-05T23:01:07,58306,66.716,2.16827,1.12083,1.21423,0.91401,0.33358,72.46692,3.25,1.68,1.82,1.37,0.5
SEG_070626_104525_01,070626_104525,N/A,2026-07-06T10:45:25,2026-07-06T23:59:59,44295,45.439,0.50892,0.28172,0.26355,0.43167,0.3726,47.29746,1.12,0.62,0.58,0.95,0.82
SEG_070626_104525_02,070626_104525,N/A,2026-07-07T00:00:00,2026-07-07T23:59:59,65636,75.266,0.98598,0.44407,0.63976,0.79782,0.57202,78.70565,1.31,0.59,0.85,1.06,0.76
SEG_070626_104525_03,070626_104525,N/A,2026-07-08T00:00:00,2026-07-08T05:35:27,18734,15.567,0.18213,0.08873,0.10274,0.14944,0.14322,16.23326,1.17,0.57,0.66,0.96,0.92
SEG_070826_170644_01,070826_170644,N/A,2026-07-08T17:06:44,2026-07-08T23:59:59,23322,19.771,0.31436,0.3025,0.35588,0.14235,0.02373,20.90982,1.59,1.53,1.8,0.72,0.12
SEG_070826_170644_02,070826_170644,N/A,2026-07-09T00:00:00,2026-07-09T23:59:59,63868,61.691,0.94387,0.90069,0.98706,0.4997,0.02468,65.047,1.53,1.46,1.6,0.81,0.04
SEG_070826_170644_03,070826_170644,N/A,2026-07-10T00:00:00,2026-07-10T00:35:41,1791,1.47,0.01955,0.02205,0.02484,0.01161,0.00235,1.5504,1.33,1.5,1.69,0.79,0.16
SEG_071026_121225_01,071026_121225,N/A,2026-07-10T12:12:25,2026-07-10T23:59:59,35416,35.309,1.18638,0.64615,0.37428,0.56494,0.0918,38.17255,3.36,1.83,1.06,1.6,0.26
SEG_071026_121225_02,071026_121225,N/A,2026-07-11T00:00:00,2026-07-11T23:59:59,70486,69.522,2.18299,1.09845,0.88988,0.98721,0.12514,74.80567,3.14,1.58,1.28,1.42,0.18
SEG_071026_121225_03,071026_121225,N/A,2026-07-12T00:00:00,2026-07-12T03:01:27,9458,10.468,0.33079,0.18947,0.10782,0.16435,0.02722,11.28765,3.16,1.81,1.03,1.57,0.26
SEG_071226_054614_01,071226_054614,N/A,2026-07-12T05:46:14,2026-07-12T23:59:59,55226,59.278,1.39896,0.37345,0.6817,0.29046,0.24304,62.26561,2.36,0.63,1.15,0.49,0.41
SEG_071226_054614_02,071226_054614,N/A,2026-07-13T00:00:00,2026-07-13T00:00:41,29,0.033,0.00083,0.00027,0.00031,0.00021,0.00012,0.03474,2.52,0.82,0.93,0.64,0.37
SEG_071326_112605_01,071326_112605,N/A,2026-07-13T11:26:05,2026-07-13T23:59:59,32057,34.921,0.78572,0.82414,0.34572,0.10476,0.30381,37.28515,2.25,2.36,0.99,0.3,0.87
SEG_071326_112605_02,071326_112605,N/A,2026-07-14T00:00:00,2026-07-14T23:59:59,67242,78.915,1.81505,1.79926,0.57608,0.13416,0.84439,84.08394,2.3,2.28,0.73,0.17,1.07
SEG_071326_112605_03,071326_112605,N/A,2026-07-15T00:00:00,2026-07-15T06:48:40,19534,22.711,0.48374,0.4951,0.17487,0.04315,0.2203,24.12816,2.13,2.18,0.77,0.19,0.97
SEG_071526_105200_01,071526_105200,N/A,2026-07-15T10:52:00,2026-07-15T23:59:59,36676,33.412,1.01907,0.54796,0.49116,0.20715,0.15704,35.83438,3.05,1.64,1.47,0.62,0.47
SEG_071526_105200_02,071526_105200,N/A,2026-07-16T00:00:00,2026-07-16T23:59:59,80447,92.203,2.71077,1.54901,1.46603,0.58088,0.24895,98.75864,2.94,1.68,1.59,0.63,0.27
SEG_071526_105200_03,071526_105200,N/A,2026-07-17T00:00:00,2026-07-17T10:18:20,30833,25.935,0.80917,0.40459,0.38643,0.1582,0.11152,27.80491,3.12,1.56,1.49,0.61,0.43
SEG_071726_173039_01,071726_173039,N/A,2026-07-17T17:30:39,2026-07-17T23:59:59,16488,15.519,0.31193,0.14277,0.13657,0.2064,0.08691,16.40358,2.01,0.92,0.88,1.33,0.56
SEG_071726_173039_02,071726_173039,N/A,2026-07-18T00:00:00,2026-07-18T13:59:17,37204,30.568,0.62359,0.23232,0.30568,0.40655,0.15284,32.28898,2.04,0.76,1.0,1.33,0.5
SEG_071926_020541_01,071926_020541,N/A,2026-07-19T02:05:41,2026-07-19T10:21:10,27123,29.318,0.38113,0.31077,0.45443,0.37234,0.10554,30.94221,1.3,1.06,1.55,1.27,0.36
SEG_071926_192020_01,071926_192020,N/A,2026-07-19T19:20:20,2026-07-19T23:59:59,13343,15.842,0.16159,0.31684,0.10297,0.24872,0.11565,16.78777,1.02,2.0,0.65,1.57,0.73
SEG_071926_192020_02,071926_192020,N/A,2026-07-20T00:00:00,2026-07-20T14:37:28,46585,49.989,0.51989,1.05977,0.39491,0.79982,0.26994,53.03333,1.04,2.12,0.79,1.6,0.54
SEG_072026_203022_01,072026_203022,N/A,2026-07-20T20:30:22,2026-07-20T23:59:59,8821,9.059,0.20111,0.06704,0.09693,0.00725,0.06975,9.50108,2.22,0.74,1.07,0.08,0.77
SEG_072026_203022_02,072026_203022,N/A,2026-07-21T00:00:00,2026-07-21T17:34:50,51233,48.053,1.00911,0.37481,0.48053,0.0865,0.46131,50.46526,2.1,0.78,1.0,0.18,0.96
SEG_072226_045845_01,072226_045845,N/A,2026-07-22T04:58:45,2026-07-22T23:59:59,61498,73.475,1.99852,0.58045,1.21968,1.02865,0.37472,78.67702,2.72,0.79,1.66,1.4,0.51
SEG_072226_045845_02,072226_045845,N/A,2026-07-23T00:00:00,2026-07-23T09:44:46,29223,25.79,0.70407,0.18311,0.40748,0.33785,0.12121,27.54372,2.73,0.71,1.58,1.31,0.47
SEG_072326_213125_01,072326_213125,N/A,2026-07-23T21:31:25,2026-07-23T23:59:59,7390,7.699,0.21326,0.14397,0.11702,0.01617,0.0562,8.24562,2.77,1.87,1.52,0.21,0.73
SEG_072326_213125_02,072326_213125,N/A,2026-07-24T00:00:00,2026-07-24T05:17:10,16534,15.236,0.4129,0.30624,0.22854,0.02895,0.11275,16.32538,2.71,2.01,1.5,0.19,0.74
SEG_072426_080239_01,072426_080239,N/A,2026-07-24T08:02:39,2026-07-24T23:59:59,42708,50.673,1.15028,0.54727,0.50166,0.42059,0.32937,53.62217,2.27,1.08,0.99,0.83,0.65
SEG_072426_080239_02,072426_080239,N/A,2026-07-25T00:00:00,2026-07-25T20:08:35,59981,60.774,1.33095,0.67459,0.6442,0.59559,0.30995,64.32928,2.19,1.11,1.06,0.98,0.51
SEG_072626_001032_01,072626_001032,N/A,2026-07-26T00:10:32,2026-07-26T23:59:59,80566,94.747,0.97589,0.49268,1.52543,0.16107,0.37899,98.28106,1.03,0.52,1.61,0.17,0.4
SEG_072626_001032_02,072626_001032,N/A,2026-07-27T00:00:00,2026-07-27T15:34:40,40806,43.94,0.54046,0.30319,0.79092,0.145,0.13182,45.85139,1.23,0.69,1.8,0.33,0.3
SEG_072826_021754_01,072826_021754,N/A,2026-07-28T02:17:54,2026-07-28T23:59:59,58803,57.681,2.30724,0.99788,0.45568,0.38069,0.13267,61.95516,4.0,1.73,0.79,0.66,0.23
SEG_072826_021754_02,072826_021754,N/A,2026-07-29T00:00:00,2026-07-29T04:28:12,11451,12.196,0.49028,0.20489,0.11464,0.08659,0.02317,13.11557,4.02,1.68,0.94,0.71,0.19
SEG_072926_122714_01,072926_122714,N/A,2026-07-29T12:27:14,2026-07-29T23:59:59,33237,27.707,0.56799,0.18564,0.17455,0.13022,0.16347,28.92887,2.05,0.67,0.63,0.47,0.59
SEG_072926_122714_02,072926_122714,N/A,2026-07-30T00:00:00,2026-07-30T01:01:22,3436,3.694,0.07277,0.02438,0.01884,0.01219,0.01367,3.83585,1.97,0.66,0.51,0.33,0.37
SEG_073026_054557_01,073026_054557,N/A,2026-07-30T05:45:57,2026-07-30T23:59:59,47873,50.064,0.64583,0.41553,0.99127,0.63581,0.21027,52.96271,1.29,0.83,1.98,1.27,0.42
SEG_073026_054557_02,073026_054557,N/A,2026-07-31T00:00:00,2026-07-31T15:54:59,50576,43.71,0.56823,0.31034,0.75618,0.49392,0.29286,46.13153,1.3,0.71,1.73,1.13,0.67
SEG_073126_233908_01,073126_233908,N/A,2026-07-31T23:39:08,2026-07-31T23:59:59,1103,1.035,0.02008,0.00849,0.01056,0.00787,0.00321,1.08521,1.94,0.82,1.02,0.76,0.31
SEG_073126_233908_02,073126_233908,N/A,2026-08-01T00:00:00,2026-08-01T23:59:59,62621,66.805,1.24925,0.5812,0.68809,0.481,0.10689,69.91143,1.87,0.87,1.03,0.72,0.16
SEG_073126_233908_03,073126_233908,N/A,2026-08-02T00:00:00,2026-08-02T01:36:31,5402,4.855,0.09419,0.03204,0.04564,0.04175,0.01893,5.08755,1.94,0.66,0.94,0.86,0.39
