SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_020126_085915_01,020126_085915,N/A,2026-02-01T08:59:15,2026-02-01T23:59:59,42554,42.652,1.32221,1.03218,0.60566,0.37534,0.10236,46.08975,3.1,2.42,1.42,0.88,0.24
SEG_020126_085915_02,020126_085915,N/A,2026-02-02T00:00:00,2026-02-02T03:40:53,10955,12.073,0.37668,0.28975,0.18472,0.10624,0.00604,13.03643,3.12,2.4,1.53,0.88,0.05
SEG_020226_070802_01,020226_070802,N/A,2026-02-02T07:08:02,2026-02-02T23:59:59,51388,60.593,0.715,1.19974,0.31508,0.64229,0.5211,63.98621,1.18,1.98,0.52,1.06,0.86
SEG_020226_070802_02,020226_070802,N/A,2026-02-03T00:00:00,2026-02-03T15:24:55,49592,57.305,0.7335,1.08879,0.33237,0.6017,0.46417,60.52553,1.28,1.9,0.58,1.05,0.81
SEG_020426_042806_01,020426_042806,N/A,2026-02-04T04:28:06,2026-02-04T23:59:59,52927,47.029,0.83712,1.07226,0.63489,0.43737,0.1693,50.17994,1.78,2.28,1.35,0.93,0.36
SEG_020426_042806_02,020426_042806,N/A,2026-02-05T00:00:00,2026-02-05T05:13:06,14220,16.215,0.30808,0.33403,0.18647,0.12972,0.0454,17.2187,1.9,2.06,1.15,0.8,0.28
SEG_020526_112020_01,020526_112020,N/A,2026-02-05T11:20:20,2026-02-05T23:59:59,32778,38.345,1.20787,0.64036,0.47931,0.16872,0.07669,40.91795,3.15,1.67,1.25,0.44,0.2
SEG_020526_112020_02,020526_112020,N/A,2026-02-06T00:00:00,2026-02-06T23:59:59,69351,68.977,2.26934,1.22779,1.00017,0.16554,0.13795,73.77779,3.29,1.78,1.45,0.24,0.2
SEG_020526_112020_03,020526_112020,N/A,2026-02-07T00:00:00,2026-02-07T01:56:35,6412,7.264,0.23245,0.12857,0.09153,0.01743,0.00872,7.7427,3.2,1.77,1.26,0.24,0.12
SEG_020726_072003_01,020726_072003,N/A,2026-02-07T07:20:03,2026-02-07T23:59:59,53597,58.785,1.0934,0.9288,0.51143,0.71718,0.25865,62.29446,1.86,1.58,0.87,1.22,0.44
SEG_020726_072003_02,020726_072003,N/A,2026-02-08T00:00:00,2026-02-08T23:59:59,81941,80.222,1.37982,1.46806,0.65782,0.88244,0.40111,85.01125,1.72,1.83,0.82,1.1,0.5
SEG_020726_072003_03,020726_072003,N/A,2026-02-09T00:00:00,2026-02-09T06:35:04,21687,19.137,0.36169,0.33681,0.1531,0.20668,0.0842,20.27948,1.89,1.76,0.8,1.08,0.44
SEG_020926_172643_01,020926_172643,N/A,2026-02-09T17:26:43,2026-02-09T23:59:59,18673,16.272,0.40029,0.25384,0.19038,0.10251,0.04882,17.26784,2.46,1.56,1.17,0.63,0.3
SEG_020926_172643_02,020926_172643,N/A,2026-02-10T00:00:00,2026-02-10T11:00:04,29965,27.203,0.6964,0.47605,0.31828,0.16322,0.07889,28.93584,2.56,1.75,1.17,0.6,0.29
SEG_021026_225055_01,021026_225055,N/A,2026-02-10T22:50:55,2026-02-10T23:59:59,3050,3.526,0.07158,0.07017,0.05289,0.01375,0.00881,3.7432,2.03,1.99,1.5,0.39,0.25
SEG_021026_225055_02,021026_225055,N/A,2026-02-11T00:00:00,2026-02-11T23:59:59,77740,75.336,1.46152,1.39372,0.9869,0.29381,0.30134,79.77329,1.94,1.85,1.31,0.39,0.4
SEG_021026_225055_03,021026_225055,N/A,2026-02-12T00:00:00,2026-02-12T11:36:49,36101,30.461,0.6275,0.55744,0.48433,0.05178,0.13403,32.31608,2.06,1.83,1.59,0.17,0.44
SEG_021326_001937_01,021326_001937,N/A,2026-02-13T00:19:37,2026-02-13T23:59:59,68626,66.952,2.07551,1.01767,0.85699,0.65613,0.49544,72.05374,3.1,1.52,1.28,0.98,0.74
SEG_021326_001937_02,021326_001937,N/A,2026-02-14T00:00:00,2026-02-14T19:53:29,63620,61.552,1.82809,0.99099,0.80018,0.70169,0.35085,66.2238,2.97,1.61,1.3,1.14,0.57
