SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_030126_192330_01,030126_192330,N/A,2026-03-01T19:23:30,2026-03-01T23:59:59,12802,13.715,0.53214,0.25647,0.07269,0.08366,0.14538,14.80534,3.88,1.87,0.53,0.61,1.06
SEG_030126_192330_02,030126_192330,N/A,2026-03-02T00:00:00,2026-03-02T23:59:59,74894,64.07,2.54358,1.01231,0.47412,0.40364,0.52537,69.02902,3.97,1.58,0.74,0.63,0.82
SEG_030126_192330_03,030126_192330,N/A,2026-03-03T00:00:00,2026-03-03T15:48:54,51296,47.363,1.8661,0.88569,0.36943,0.28891,0.4831,51.25623,3.94,1.87,0.78,0.61,1.02
SEG_030426_022234_01,030426_022234,N/A,2026-03-04T02:22:34,2026-03-04T19:34:45,51795,42.889,0.99502,0.56613,0.43747,0.10293,0.193,45.18355,2.32,1.32,1.02,0.24,0.45
SEG_030426_235432_01,030426_235432,N/A,2026-03-04T23:54:32,2026-03-04T23:59:59,252,0.237,0.00967,0.00199,0.00273,0.00047,0.0019,0.25376,4.08,0.84,1.15,0.2,0.8
SEG_030426_235432_02,030426_235432,N/A,2026-03-05T00:00:00,2026-03-05T13:20:53,36104,40.949,1.61749,0.38902,0.561,0.0778,0.36854,43.96285,3.95,0.95,1.37,0.19,0.9
SEG_030526_190925_01,030526_190925,N/A,2026-03-05T19:09:25,2026-03-05T23:59:59,15423,14.258,0.51186,0.27803,0.10979,0.18678,0.01996,15.36442,3.59,1.95,0.77,1.31,0.14
SEG_030526_190925_02,030526_190925,N/A,2026-03-06T00:00:00,2026-03-06T18:23:44,55110,56.269,2.05382,1.02972,0.48391,0.73712,0.16318,60.73675,3.65,1.83,0.86,1.31,0.29
SEG_030626_223635_01,030626_223635,N/A,2026-03-06T22:36:35,2026-03-06T23:59:59,4483,4.168,0.14213,0.01959,0.05085,0.01417,0.01209,4.40683,3.41,0.47,1.22,0.34,0.29
SEG_030626_223635_02,030626_223635,N/A,2026-03-07T00:00:00,2026-03-07T23:59:59,65938,78.145,2.68037,0.49231,1.0237,0.24225,0.35165,82.93528,3.43,0.63,1.31,0.31,0.45
SEG_030626_223635_03,030626_223635,N/A,2026-03-08T00:00:00,2026-03-08T21:32:52,61851,69.924,2.48929,0.3636,0.88803,0.21676,0.25872,74.1404,3.56,0.52,1.27,0.31,0.37
SEG_030926_094224_01,030926_094224,N/A,2026-03-09T09:42:24,2026-03-09T23:59:59,47948,51.463,1.83723,0.53007,0.39112,0.25732,0.10293,54.58167,3.57,1.03,0.76,0.5,0.2
SEG_030926_094224_02,030926_094224,N/A,2026-03-10T00:00:00,2026-03-10T02:05:09,6138,6.119,0.21722,0.07037,0.05018,0.02509,0.02203,6.50389,3.55,1.15,0.82,0.41,0.36
SEG_031026_083914_01,031026_083914,N/A,2026-03-10T08:39:14,2026-03-10T23:59:59,41250,35.049,1.34588,0.76056,0.13319,0.16473,0.0,37.45336,3.84,2.17,0.38,0.47,0.0
SEG_031026_083914_02,031026_083914,N/A,2026-03-11T00:00:00,2026-03-11T16:01:02,48854,42.619,1.74312,0.90778,0.26424,0.11507,0.0554,45.70461,4.09,2.13,0.62,0.27,0.13
