SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_040126_232537_01,040126_232537,N/A,2026-04-01T23:25:37,2026-04-01T23:59:59,1641,1.896,0.0656,0.03318,0.02161,0.00531,0.01365,2.03535,3.46,1.75,1.14,0.28,0.72
SEG_040126_232537_02,040126_232537,N/A,2026-04-02T00:00:00,2026-04-02T13:58:02,35962,36.001,1.21323,0.68762,0.36361,0.19801,0.21601,38.67948,3.37,1.91,1.01,0.55,0.6
SEG_040226_220955_01,040226_220955,N/A,2026-04-02T22:09:55,2026-04-02T23:59:59,5629,5.934,0.19998,0.06112,0.03916,0.07121,0.01305,6.31852,3.37,1.03,0.66,1.2,0.22
SEG_040226_220955_02,040226_220955,N/A,2026-04-03T00:00:00,2026-04-03T09:29:12,25162,22.827,0.80351,0.23284,0.1849,0.23968,0.07533,24.36326,3.52,1.02,0.81,1.05,0.33
SEG_040326_134131_01,040326_134131,N/A,2026-04-03T13:41:31,2026-04-03T23:59:59,28307,29.068,0.97668,0.69763,0.18022,0.28196,0.07848,31.28297,3.36,2.4,0.62,0.97,0.27
SEG_040326_134131_02,040326_134131,N/A,2026-04-04T00:00:00,2026-04-04T19:30:29,50696,43.232,1.52177,1.08512,0.28965,0.36747,0.09943,46.59544,3.52,2.51,0.67,0.85,0.23
SEG_040526_085046_01,040526_085046,N/A,2026-04-05T08:50:46,2026-04-05T23:59:59,40091,37.233,0.55105,0.67019,0.38722,0.39467,0.14149,39.37762,1.48,1.8,1.04,1.06,0.38
SEG_040526_085046_02,040526_085046,N/A,2026-04-06T00:00:00,2026-04-06T12:43:29,40029,43.189,0.55714,0.88106,0.44485,0.50099,0.12957,45.70261,1.29,2.04,1.03,1.16,0.3
SEG_040626_152638_01,040626_152638,N/A,2026-04-06T15:26:38,2026-04-06T23:59:59,24496,23.398,0.60367,0.44924,0.11933,0.19888,0.15443,24.92355,2.58,1.92,0.51,0.85,0.66
SEG_040626_152638_02,040626_152638,N/A,2026-04-07T00:00:00,2026-04-07T08:37:49,26203,29.096,0.80887,0.56446,0.17749,0.20076,0.23277,31.08035,2.78,1.94,0.61,0.69,0.8
SEG_040726_184539_01,040726_184539,N/A,2026-04-07T18:45:39,2026-04-07T23:59:59,14593,12.67,0.12543,0.21412,0.1115,0.05448,0.07855,13.25408,0.99,1.69,0.88,0.43,0.62
SEG_040726_184539_02,040726_184539,N/A,2026-04-08T00:00:00,2026-04-08T23:59:59,61617,58.825,0.62943,0.92355,0.51178,0.30001,0.35883,61.5486,1.07,1.57,0.87,0.51,0.61
SEG_040726_184539_03,040726_184539,N/A,2026-04-09T00:00:00,2026-04-09T08:58:23,25230,30.136,0.28629,0.46108,0.2652,0.16273,0.11753,31.42883,0.95,1.53,0.88,0.54,0.39
SEG_040926_120619_01,040926_120619,N/A,2026-04-09T12:06:19,2026-04-09T20:54:18,23165,19.989,0.7256,0.43776,0.3678,0.23187,0.22188,21.97391,3.63,2.19,1.84,1.16,1.11
SEG_041026_043129_01,041026_043129,N/A,2026-04-10T04:31:29,2026-04-10T11:15:04,18854,16.271,0.45071,0.25383,0.24569,0.09925,0.01627,17.33675,2.77,1.56,1.51,0.61,0.1
SEG_041026_223922_01,041026_223922,N/A,2026-04-10T22:39:22,2026-04-10T23:59:59,4018,3.281,0.07776,0.03675,0.02887,0.0525,0.01575,3.49263,2.37,1.12,0.88,1.6,0.48
SEG_041026_223922_02,041026_223922,N/A,2026-04-11T00:00:00,2026-04-11T23:59:59,78563,80.534,1.79591,0.99862,0.77313,1.15969,0.37046,85.63181,2.23,1.24,0.96,1.44,0.46
SEG_041026_223922_03,041026_223922,N/A,2026-04-12T00:00:00,2026-04-12T15:27:15,51697,57.023,1.29442,0.65006,0.43908,0.88956,0.26801,60.56413,2.27,1.14,0.77,1.56,0.47
SEG_041326_030901_01,041326_030901,N/A,2026-04-13T03:09:01,2026-04-13T17:09:33,41341,34.933,1.29951,0.30042,0.62879,0.08035,0.08035,37.32242,3.72,0.86,1.8,0.23,0.23
SEG_041326_234544_01,041326_234544,N/A,2026-04-13T23:45:44,2026-04-13T23:59:59,683,0.715,0.02066,0.00615,0.00722,0.00386,0.00236,0.75525,2.89,0.86,1.01,0.54,0.33
SEG_041326_234544_02,041326_234544,N/A,2026-04-14T00:00:00,2026-04-14T23:59:59,81381,79.416,2.22365,0.48444,0.64327,0.34943,0.26207,83.37886,2.8,0.61,0.81,0.44,0.33
SEG_041326_234544_03,041326_234544,N/A,2026-04-15T00:00:00,2026-04-15T15:29:57,47689,52.397,1.48807,0.39822,0.46109,0.24627,0.0786,55.06925,2.84,0.76,0.88,0.47,0.15
SEG_041526_183014_01,041526_183014,N/A,2026-04-15T18:30:14,2026-04-15T23:59:59,17423,19.677,0.22038,0.49389,0.13184,0.11413,0.04526,20.6825,1.12,2.51,0.67,0.58,0.23
SEG_041526_183014_02,041526_183014,N/A,2026-04-16T00:00:00,2026-04-16T23:59:59,69719,82.646,0.90084,1.85127,0.61984,0.35538,0.31405,86.68738,1.09,2.24,0.75,0.43,0.38
SEG_041526_183014_03,041526_183014,N/A,2026-04-17T00:00:00,2026-04-17T11:46:40,36038,42.652,0.44785,1.0535,0.23885,0.16208,0.1109,44.66518,1.05,2.47,0.56,0.38,0.26
SEG_041826_000731_01,041826_000731,N/A,2026-04-18T00:07:31,2026-04-18T23:59:59,74897,88.889,2.16889,1.06667,1.14667,0.49778,0.75556,94.52457,2.44,1.2,1.29,0.56,0.85
SEG_041826_000731_02,041826_000731,N/A,2026-04-19T00:00:00,2026-04-19T00:50:29,2792,2.894,0.06946,0.03328,0.04341,0.02257,0.03097,3.09369,2.4,1.15,1.5,0.78,1.07
SEG_041926_133836_01,041926_133836,N/A,2026-04-19T13:38:36,2026-04-19T19:35:10,19427,21.203,0.67426,0.4283,0.25656,0.23323,0.06361,22.85896,3.18,2.02,1.21,1.1,0.3
SEG_042026_043119_01,042026_043119,N/A,2026-04-20T04:31:19,2026-04-20T23:59:59,58651,62.728,0.63983,0.80292,1.17301,0.16309,0.61473,66.12158,1.02,1.28,1.87,0.26,0.98
SEG_042026_043119_02,042026_043119,N/A,2026-04-21T00:00:00,2026-04-21T13:01:04,32834,28.936,0.28647,0.35302,0.46876,0.07523,0.28068,30.40016,0.99,1.22,1.62,0.26,0.97
SEG_042126_203035_01,042126_203035,N/A,2026-04-21T20:30:35,2026-04-21T23:59:59,10980,12.277,0.44443,0.13259,0.20748,0.03315,0.00982,13.10447,3.62,1.08,1.69,0.27,0.08
SEG_042126_203035_02,042126_203035,N/A,2026-04-22T00:00:00,2026-04-22T23:14:37,78899,86.344,3.212,1.00159,1.26062,0.06044,0.19859,92.07724,3.72,1.16,1.46,0.07,0.23
SEG_042326_025529_01,042326_025529,N/A,2026-04-23T02:55:29,2026-04-23T08:29:17,16403,16.003,0.37767,0.31046,0.21444,0.12322,0.10402,17.13281,2.36,1.94,1.34,0.77,0.65
SEG_042326_134443_01,042326_134443,N/A,2026-04-23T13:44:43,2026-04-23T23:59:59,27752,22.823,0.29442,0.43592,0.37201,0.25334,0.07532,24.25401,1.29,1.91,1.63,1.11,0.33
SEG_042326_134443_02,042326_134443,N/A,2026-04-24T00:00:00,2026-04-24T14:41:24,40992,42.836,0.52688,0.90384,0.74535,0.50118,0.10281,45.61606,1.23,2.11,1.74,1.17,0.24
SEG_042426_214033_01,042426_214033,N/A,2026-04-24T21:40:33,2026-04-24T23:59:59,6916,6.662,0.07395,0.10393,0.09993,0.02931,0.04597,7.01509,1.11,1.56,1.5,0.44,0.69
SEG_042426_214033_02,042426_214033,N/A,2026-04-25T00:00:00,2026-04-25T23:59:59,61778,69.023,0.75925,1.01464,1.07676,0.26229,0.46936,72.6053,1.1,1.47,1.56,0.38,0.68
SEG_042426_214033_03,042426_214033,N/A,2026-04-26T00:00:00,2026-04-26T18:23:34,50337,50.072,0.47068,0.80115,0.76109,0.16023,0.27039,52.53554,0.94,1.6,1.52,0.32,0.54
SEG_042626_221009_01,042626_221009,N/A,2026-04-26T22:10:09,2026-04-26T23:59:59,5726,5.918,0.13907,0.04853,0.09291,0.04616,0.04024,6.28491,2.35,0.82,1.57,0.78,0.68
SEG_042626_221009_02,042626_221009,N/A,2026-04-27T00:00:00,2026-04-27T23:59:59,67794,61.91,1.47346,0.52004,0.89769,0.3467,0.56957,65.71746,2.38,0.84,1.45,0.56,0.92
SEG_042626_221009_03,042626_221009,N/A,2026-04-28T00:00:00,2026-04-28T18:29:47,61785,70.66,1.70291,0.49462,1.13763,0.45222,0.53702,74.9844,2.41,0.7,1.61,0.64,0.76
